district,region,sub_locality,year,month,date,population,total_crimes,crimes_per_100k,violent_crimes,property_crimes,crimes_against_women,hotspot_flag,latitude,longitude,location_address,cctv_status,complaint_body,crime_type
Barmer,East Barmer,School Colony,2022,4,2022-04-01,676026,630,93.24,87,367,120,0,25.78642,71.40559,"School Colony, East Barmer, Barmer, Rajasthan",Not Installed,Chain snatching incident occurred outside temple in School Colony.,Other
Barmer,West Barmer,Tourist Spot,2022,4,2022-04-01,676026,776,114.77,107,452,148,0,25.74109,71.40298,"Tourist Spot, West Barmer, Barmer, Rajasthan",Installed,A case of deception was reported near outside the school in Tourist Spot.,Fraud/Deception
Barmer,West Barmer,Police Station Area,2022,4,2022-04-01,676026,643,95.09,89,375,122,0,25.77525,71.39735,"Police Station Area, West Barmer, Barmer, Rajasthan",Not Installed,The complainant misplaced their bag.,Lost Property
Barmer,Central Barmer,College Road,2022,4,2022-04-01,676026,800,118.31,110,466,152,0,25.67023,71.29026,"College Road, Central Barmer, Barmer, Rajasthan",Not Installed,Chain snatching incident occurred outside temple in College Road.,Other
Barmer,Central Barmer,Railway Station,2022,4,2022-04-01,676026,644,95.28,89,375,122,0,25.70953,71.44023,"Railway Station, Central Barmer, Barmer, Rajasthan",Installed,Pickpocketing incident reported in Railway Station market.,Other
Barmer,North Barmer,Highway Junction,2022,5,2022-05-01,676026,673,99.48,77,274,69,0,25.6861,71.27962,"Highway Junction, North Barmer, Barmer, Rajasthan",Installed,A case of scam was reported near outside the post office in Highway Junction.,Financial Fraud
Barmer,North Barmer,Clock Tower,2022,5,2022-05-01,676026,646,95.43,74,263,67,0,25.69705,71.29119,"Clock Tower, North Barmer, Barmer, Rajasthan",Not Installed,The complainant was duped in a financial scam.,Financial Fraud
Barmer,South Barmer,Clock Tower,2022,5,2022-05-01,676026,418,61.78,48,170,43,0,25.66974,71.4193,"Clock Tower, South Barmer, Barmer, Rajasthan",Installed,A case of deception was reported near outside the school in Clock Tower.,Fraud/Deception
Barmer,South Barmer,Main Market,2022,5,2022-05-01,676026,581,85.84,67,237,60,0,25.73702,71.48924,"Main Market, South Barmer, Barmer, Rajasthan",Installed,The complainant's bike was stolen. No CCTV footage available.,Vehicle Theft
Barmer,East Barmer,Hospital Road,2022,5,2022-05-01,676026,641,94.69,74,261,66,0,25.78569,71.39604,"Hospital Road, East Barmer, Barmer, Rajasthan",Installed,The complainant was duped in a financial scam.,Financial Fraud
Barmer,East Barmer,Clock Tower,2022,5,2022-05-01,676026,637,94.09,73,260,66,0,25.81751,71.35299,"Clock Tower, East Barmer, Barmer, Rajasthan",Not Installed,Chain snatching incident occurred outside temple in Clock Tower.,Other
Barmer,West Barmer,Lake Side,2022,5,2022-05-01,676026,479,70.77,55,195,49,0,25.72063,71.45178,"Lake Side, West Barmer, Barmer, Rajasthan",Installed,Verbal argument escalated. Police intervened.,Public Disturbance
Barmer,West Barmer,Police Station Area,2022,5,2022-05-01,676026,755,111.58,87,308,78,0,25.8437,71.32383,"Police Station Area, West Barmer, Barmer, Rajasthan",Installed,Attempted burglary reported near residential colony in Police Station Area.,Burglary
Barmer,Central Barmer,Court Area,2022,5,2022-05-01,676026,761,112.42,88,310,79,0,25.71556,71.39478,"Court Area, Central Barmer, Barmer, Rajasthan",Installed,A car was lifted. Police are tracing registration details.,Vehicle Theft
Barmer,Central Barmer,Hospital Road,2022,5,2022-05-01,676026,532,78.67,61,217,55,0,25.78385,71.40196,"Hospital Road, Central Barmer, Barmer, Rajasthan",Installed,A car was lifted. Police are tracing registration details.,Vehicle Theft
Barmer,North Barmer,Police Station Area,2022,6,2022-06-01,676026,784,116.0,229,280,83,0,25.75041,71.28508,"Police Station Area, North Barmer, Barmer, Rajasthan",Not Installed,The complainant misplaced their bag.,Lost Property
Barmer,North Barmer,Industrial Area,2022,6,2022-06-01,676026,939,138.99,275,335,99,0,25.7204,71.44165,"Industrial Area, North Barmer, Barmer, Rajasthan",Installed,A case of car theft was reported near outside Gaurav Tower.,Vehicle Theft
Barmer,South Barmer,Industrial Area,2022,6,2022-06-01,676026,697,103.18,204,249,74,0,25.73144,71.30276,"Industrial Area, South Barmer, Barmer, Rajasthan",Installed,A case of anti-national activity was reported near outside the post office in Industrial Area.,Extremism/Anti-national
Barmer,South Barmer,School Colony,2022,6,2022-06-01,676026,626,92.67,183,223,66,0,25.85477,71.41317,"School Colony, South Barmer, Barmer, Rajasthan",Installed,Domestic violence complaint received in School Colony.,Other
Barmer,East Barmer,College Road,2022,6,2022-06-01,676026,913,135.16,267,326,97,0,25.77134,71.40143,"College Road, East Barmer, Barmer, Rajasthan",Not Installed,A case of boundary violation was reported near near Jawahar Circle.,Property Dispute
Barmer,East Barmer,Main Market,2022,6,2022-06-01,676026,760,112.51,222,271,80,0,25.73291,71.48519,"Main Market, East Barmer, Barmer, Rajasthan",Installed,Cyber fraud case reported. Money withdrawn illegally.,Other
Barmer,West Barmer,Clock Tower,2022,6,2022-06-01,676026,800,118.41,234,285,85,0,25.7711,71.40919,"Clock Tower, West Barmer, Barmer, Rajasthan",Installed,A case of deception was reported near outside the school in Clock Tower.,Fraud/Deception
Barmer,West Barmer,Industrial Area,2022,6,2022-06-01,676026,701,103.67,205,250,74,0,25.70961,71.35821,"Industrial Area, West Barmer, Barmer, Rajasthan",Not Installed,Noise complaint received. Accused warned.,Other
Barmer,Central Barmer,Temple Chowk,2022,6,2022-06-01,676026,1057,156.49,309,377,112,0,25.71011,71.33155,"Temple Chowk, Central Barmer, Barmer, Rajasthan",Not Installed,A case of boundary violation was reported near near Jawahar Circle.,Property Dispute
Barmer,Central Barmer,Lake Side,2022,6,2022-06-01,676026,815,120.56,238,291,86,0,25.70471,71.39205,"Lake Side, Central Barmer, Barmer, Rajasthan",Installed,Illegal gambling reported in Lake Side.,Illegal Gambling
Barmer,North Barmer,Main Market,2022,7,2022-07-01,676026,687,101.63,84,410,83,0,25.74176,71.41219,"Main Market, North Barmer, Barmer, Rajasthan",Not Installed,Attempted burglary reported near residential colony in Main Market.,Burglary
Barmer,North Barmer,Police Station Area,2022,7,2022-07-01,676026,746,110.34,91,446,90,0,25.78689,71.38162,"Police Station Area, North Barmer, Barmer, Rajasthan",Installed,Attempted burglary reported near residential colony in Police Station Area.,Burglary
Barmer,South Barmer,Police Station Area,2022,7,2022-07-01,676026,903,133.63,110,540,109,0,25.69993,71.38455,"Police Station Area, South Barmer, Barmer, Rajasthan",Installed,Domestic violence complaint received in Police Station Area.,Other
Barmer,South Barmer,Tourist Spot,2022,7,2022-07-01,676026,901,133.33,110,538,109,0,25.75528,71.38551,"Tourist Spot, South Barmer, Barmer, Rajasthan",Installed,Noise complaint received. Accused warned.,Other
Barmer,East Barmer,Railway Station,2022,7,2022-07-01,676026,699,103.49,86,418,85,0,25.73756,71.34949,"Railway Station, East Barmer, Barmer, Rajasthan",Installed,Cyber fraud case reported. Money withdrawn illegally.,Other
Barmer,East Barmer,Industrial Area,2022,7,2022-07-01,676026,622,91.98,76,371,75,0,25.77232,71.36132,"Industrial Area, East Barmer, Barmer, Rajasthan",Installed,A case of car theft was reported near outside Gaurav Tower.,Vehicle Theft
Barmer,West Barmer,Police Station Area,2022,7,2022-07-01,676026,945,139.8,116,565,114,0,25.74793,71.33321,"Police Station Area, West Barmer, Barmer, Rajasthan",Installed,Noise complaint received. Accused warned.,Other
Barmer,West Barmer,Industrial Area,2022,7,2022-07-01,676026,852,126.03,104,509,103,0,25.7825,71.40319,"Industrial Area, West Barmer, Barmer, Rajasthan",Installed,A case of boundary violation was reported near near Jawahar Circle.,Property Dispute
Barmer,Central Barmer,Clock Tower,2022,7,2022-07-01,676026,609,90.1,74,364,74,0,25.77426,71.44269,"Clock Tower, Central Barmer, Barmer, Rajasthan",Installed,Pickpocketing incident reported in Clock Tower market.,Other
Barmer,Central Barmer,Main Market,2022,7,2022-07-01,676026,766,113.33,94,458,93,0,25.64514,71.39465,"Main Market, Central Barmer, Barmer, Rajasthan",Not Installed,A case of scam was reported near outside the post office in Main Market.,Financial Fraud
Barmer,North Barmer,Clock Tower,2022,8,2022-08-01,676026,594,87.87,103,350,128,0,25.70481,71.43337,"Clock Tower, North Barmer, Barmer, Rajasthan",Installed,Illegal gambling reported in Clock Tower.,Illegal Gambling
Barmer,North Barmer,Hospital Road,2022,8,2022-08-01,676026,628,92.96,109,371,135,0,25.74503,71.44429,"Hospital Road, North Barmer, Barmer, Rajasthan",Installed,The complainant's bike was stolen. No CCTV footage available.,Vehicle Theft
Barmer,South Barmer,School Colony,2022,8,2022-08-01,676026,926,137.09,161,547,199,0,25.83498,71.38885,"School Colony, South Barmer, Barmer, Rajasthan",Installed,A case of extremism was reported near outside the textile shop in School Colony.,Extremism/Anti-national
Barmer,South Barmer,College Road,2022,8,2022-08-01,676026,897,132.66,156,529,193,0,25.69853,71.32316,"College Road, South Barmer, Barmer, Rajasthan",Not Installed,Valuable item went missing. No suspects identified.,Other
Barmer,East Barmer,Lake Side,2022,8,2022-08-01,676026,594,87.84,103,350,128,0,25.75016,71.43048,"Lake Side, East Barmer, Barmer, Rajasthan",Installed,Illegal gambling reported in Lake Side.,Illegal Gambling
Barmer,East Barmer,Railway Station,2022,8,2022-08-01,676026,868,128.44,151,512,187,0,25.82371,71.32798,"Railway Station, East Barmer, Barmer, Rajasthan",Not Installed,The complainant misplaced their bag.,Lost Property
Barmer,West Barmer,Railway Station,2022,8,2022-08-01,676026,943,139.52,164,556,203,0,25.78226,71.41775,"Railway Station, West Barmer, Barmer, Rajasthan",Installed,Attempted burglary reported near residential colony in Railway Station.,Burglary
Barmer,West Barmer,Court Area,2022,8,2022-08-01,676026,689,102.01,120,407,148,0,25.70651,71.35295,"Court Area, West Barmer, Barmer, Rajasthan",Installed,Chain snatching incident occurred outside temple in Court Area.,Other
Barmer,Central Barmer,Highway Junction,2022,8,2022-08-01,676026,564,83.4,98,333,121,0,25.66362,71.34589,"Highway Junction, Central Barmer, Barmer, Rajasthan",Installed,A case of car theft was reported near outside Gaurav Tower.,Vehicle Theft
Barmer,Central Barmer,Lake Side,2022,8,2022-08-01,676026,621,91.87,108,366,133,0,25.75745,71.36584,"Lake Side, Central Barmer, Barmer, Rajasthan",Not Installed,Valuable item went missing. No suspects identified.,Other
Barmer,North Barmer,Railway Station,2022,9,2022-09-01,676026,550,81.37,161,230,93,0,25.68263,71.33096,"Railway Station, North Barmer, Barmer, Rajasthan",Not Installed,Pickpocketing incident reported in Railway Station market.,Other
Barmer,North Barmer,College Road,2022,9,2022-09-01,676026,947,140.01,277,396,159,0,25.71326,71.36394,"College Road, North Barmer, Barmer, Rajasthan",Not Installed,A case of deception was reported near outside the school in College Road.,Fraud/Deception
Barmer,South Barmer,Bus Stand,2022,9,2022-09-01,676026,768,113.6,224,321,129,0,25.82957,71.47821,"Bus Stand, South Barmer, Barmer, Rajasthan",Not Installed,Verbal argument escalated. Police intervened.,Public Disturbance
Barmer,South Barmer,Hospital Road,2022,9,2022-09-01,676026,730,107.99,213,306,123,0,25.71673,71.3462,"Hospital Road, South Barmer, Barmer, Rajasthan",Installed,Cyber fraud case reported. Money withdrawn illegally.,Other
Barmer,East Barmer,Hospital Road,2022,9,2022-09-01,676026,866,128.0,253,362,146,0,25.82317,71.39873,"Hospital Road, East Barmer, Barmer, Rajasthan",Installed,Noise complaint received. Accused warned.,Other
Barmer,East Barmer,School Colony,2022,9,2022-09-01,676026,617,91.29,180,258,104,0,25.75982,71.32334,"School Colony, East Barmer, Barmer, Rajasthan",Installed,The complainant's bike was stolen. No CCTV footage available.,Vehicle Theft
Barmer,West Barmer,Police Station Area,2022,9,2022-09-01,676026,823,121.75,241,345,139,0,25.75889,71.31172,"Police Station Area, West Barmer, Barmer, Rajasthan",Installed,A car was lifted. Police are tracing registration details.,Vehicle Theft
Barmer,West Barmer,College Road,2022,9,2022-09-01,676026,778,115.1,227,326,131,0,25.77467,71.45401,"College Road, West Barmer, Barmer, Rajasthan",Not Installed,Chain snatching incident occurred outside temple in College Road.,Other
Barmer,Central Barmer,School Colony,2022,9,2022-09-01,676026,882,130.4,258,369,149,0,25.74973,71.39005,"School Colony, Central Barmer, Barmer, Rajasthan",Not Installed,A car was lifted. Police are tracing registration details.,Vehicle Theft
Barmer,Central Barmer,Hospital Road,2022,9,2022-09-01,676026,743,109.8,217,311,125,0,25.77687,71.36645,"Hospital Road, Central Barmer, Barmer, Rajasthan",Installed,A case of drunken brawl was reported near inside Triton Mall.,Public Disturbance
Barmer,North Barmer,Railway Station,2022,10,2022-10-01,676026,925,136.78,196,323,216,0,25.83467,71.37646,"Railway Station, North Barmer, Barmer, Rajasthan",Installed,A case of scam was reported near outside the post office in Railway Station.,Financial Fraud
Barmer,North Barmer,Hospital Road,2022,10,2022-10-01,676026,948,140.2,201,332,222,0,25.73374,71.30967,"Hospital Road, North Barmer, Barmer, Rajasthan",Installed,The complainant's bike was stolen. No CCTV footage available.,Vehicle Theft
Barmer,South Barmer,Clock Tower,2022,10,2022-10-01,676026,1069,158.07,227,374,250,0,25.76682,71.40205,"Clock Tower, South Barmer, Barmer, Rajasthan",Not Installed,The complainant's bike was stolen. No CCTV footage available.,Vehicle Theft
Barmer,South Barmer,Railway Station,2022,10,2022-10-01,676026,1068,157.97,227,374,250,0,25.63787,71.30403,"Railway Station, South Barmer, Barmer, Rajasthan",Installed,A case of extremism was reported near outside the textile shop in Railway Station.,Extremism/Anti-national
Barmer,East Barmer,College Road,2022,10,2022-10-01,676026,1069,158.09,227,374,250,0,25.72361,71.33409,"College Road, East Barmer, Barmer, Rajasthan",Installed,Cyber fraud case reported. Money withdrawn illegally.,Other
Barmer,East Barmer,Highway Junction,2022,10,2022-10-01,676026,646,95.58,137,226,151,0,25.80051,71.38497,"Highway Junction, East Barmer, Barmer, Rajasthan",Installed,Pickpocketing incident reported in Highway Junction market.,Other
Barmer,West Barmer,Hospital Road,2022,10,2022-10-01,676026,717,106.09,152,251,168,0,25.72652,71.39054,"Hospital Road, West Barmer, Barmer, Rajasthan",Installed,A car was lifted. Police are tracing registration details.,Vehicle Theft
Barmer,West Barmer,Police Station Area,2022,10,2022-10-01,676026,937,138.56,199,328,219,0,25.75203,71.41609,"Police Station Area, West Barmer, Barmer, Rajasthan",Installed,A case of scam was reported near outside the post office in Police Station Area.,Financial Fraud
Barmer,Central Barmer,Court Area,2022,10,2022-10-01,676026,912,134.84,194,319,213,0,25.71166,71.35418,"Court Area, Central Barmer, Barmer, Rajasthan",Installed,Illegal gambling reported in Court Area.,Illegal Gambling
Barmer,Central Barmer,Industrial Area,2022,10,2022-10-01,676026,722,106.75,153,252,169,0,25.6982,71.41853,"Industrial Area, Central Barmer, Barmer, Rajasthan",Installed,Chain snatching incident occurred outside temple in Industrial Area.,Other
Barmer,North Barmer,Mall Road,2022,11,2022-11-01,676026,550,81.4,147,237,95,0,25.78118,71.4477,"Mall Road, North Barmer, Barmer, Rajasthan",Installed,The complainant misplaced their bag.,Lost Property
Barmer,North Barmer,Bus Stand,2022,11,2022-11-01,676026,866,128.04,232,373,149,0,25.80398,71.50061,"Bus Stand, North Barmer, Barmer, Rajasthan",Not Installed,A case of anti-national activity was reported near outside the post office in Bus Stand.,Extremism/Anti-national
Barmer,South Barmer,Bus Stand,2022,11,2022-11-01,676026,637,94.18,171,274,110,0,25.75637,71.40012,"Bus Stand, South Barmer, Barmer, Rajasthan",Not Installed,A case of drunken brawl was reported near inside Triton Mall.,Public Disturbance
Barmer,South Barmer,College Road,2022,11,2022-11-01,676026,706,104.44,189,304,122,0,25.75709,71.33707,"College Road, South Barmer, Barmer, Rajasthan",Installed,The complainant was duped in a financial scam.,Financial Fraud
Barmer,East Barmer,Main Market,2022,11,2022-11-01,676026,824,121.78,221,355,142,0,25.75148,71.34787,"Main Market, East Barmer, Barmer, Rajasthan",Not Installed,Attempted burglary reported near residential colony in Main Market.,Burglary
Barmer,East Barmer,Highway Junction,2022,11,2022-11-01,676026,644,95.16,172,277,111,0,25.84481,71.43182,"Highway Junction, East Barmer, Barmer, Rajasthan",Not Installed,A case of scam was reported near outside the post office in Highway Junction.,Financial Fraud
Barmer,West Barmer,Mall Road,2022,11,2022-11-01,676026,903,133.54,242,389,156,0,25.77438,71.42155,"Mall Road, West Barmer, Barmer, Rajasthan",Installed,Attempted burglary reported near residential colony in Mall Road.,Burglary
Barmer,West Barmer,Industrial Area,2022,11,2022-11-01,676026,721,106.65,193,311,124,0,25.80361,71.42319,"Industrial Area, West Barmer, Barmer, Rajasthan",Installed,A case of anti-national activity was reported near outside the post office in Industrial Area.,Extremism/Anti-national
Barmer,Central Barmer,Tourist Spot,2022,11,2022-11-01,676026,912,134.87,244,393,157,0,25.71787,71.35684,"Tourist Spot, Central Barmer, Barmer, Rajasthan",Not Installed,Cyber fraud case reported. Money withdrawn illegally.,Other
Barmer,Central Barmer,College Road,2022,11,2022-11-01,676026,905,133.8,242,390,156,0,25.72354,71.45203,"College Road, Central Barmer, Barmer, Rajasthan",Not Installed,A case of drunken brawl was reported near inside Triton Mall.,Public Disturbance
Barmer,North Barmer,Clock Tower,2022,12,2022-12-01,676026,873,129.06,244,517,89,0,25.7877,71.40853,"Clock Tower, North Barmer, Barmer, Rajasthan",Not Installed,Chain snatching incident occurred outside temple in Clock Tower.,Other
Barmer,North Barmer,College Road,2022,12,2022-12-01,676026,936,138.45,262,554,95,0,25.70984,71.35837,"College Road, North Barmer, Barmer, Rajasthan",Installed,Noise complaint received. Accused warned.,Other
Barmer,South Barmer,Hospital Road,2022,12,2022-12-01,676026,599,88.59,168,355,61,0,25.70702,71.36454,"Hospital Road, South Barmer, Barmer, Rajasthan",Not Installed,The complainant's bike was stolen. No CCTV footage available.,Vehicle Theft
Barmer,South Barmer,Clock Tower,2022,12,2022-12-01,676026,610,90.27,171,362,62,0,25.74007,71.37717,"Clock Tower, South Barmer, Barmer, Rajasthan",Not Installed,A case of anti-national activity was reported near outside the post office in Clock Tower.,Extremism/Anti-national
Barmer,East Barmer,Mall Road,2022,12,2022-12-01,676026,544,80.52,152,322,55,0,25.74525,71.47938,"Mall Road, East Barmer, Barmer, Rajasthan",Installed,A case of scam was reported near outside the post office in Mall Road.,Financial Fraud
Barmer,East Barmer,Lake Side,2022,12,2022-12-01,676026,736,108.84,206,436,75,0,25.73319,71.4118,"Lake Side, East Barmer, Barmer, Rajasthan",Installed,Illegal gambling reported in Lake Side.,Illegal Gambling
Barmer,West Barmer,College Road,2022,12,2022-12-01,676026,814,120.36,228,482,83,0,25.75661,71.3211,"College Road, West Barmer, Barmer, Rajasthan",Not Installed,The complainant was duped in a financial scam.,Financial Fraud
Barmer,West Barmer,Hospital Road,2022,12,2022-12-01,676026,952,140.86,266,564,97,0,25.85176,71.35103,"Hospital Road, West Barmer, Barmer, Rajasthan",Not Installed,Cyber fraud case reported. Money withdrawn illegally.,Other
Barmer,Central Barmer,Mall Road,2022,12,2022-12-01,676026,876,129.55,245,519,89,0,25.81265,71.31056,"Mall Road, Central Barmer, Barmer, Rajasthan",Not Installed,Attempted burglary reported near residential colony in Mall Road.,Burglary
Barmer,Central Barmer,Main Market,2022,12,2022-12-01,676026,911,134.7,255,539,93,0,25.89088,71.36333,"Main Market, Central Barmer, Barmer, Rajasthan",Installed,The complainant's bike was stolen. No CCTV footage available.,Vehicle Theft
Barmer,North Barmer,Highway Junction,2023,1,2023-01-01,676026,527,77.84,92,322,107,0,25.80891,71.33072,"Highway Junction, North Barmer, Barmer, Rajasthan",Installed,Valuable item went missing. No suspects identified.,Other
Barmer,North Barmer,Lake Side,2023,1,2023-01-01,676026,434,64.1,76,265,88,0,25.72655,71.428,"Lake Side, North Barmer, Barmer, Rajasthan",Not Installed,A case of boundary violation was reported near near Jawahar Circle.,Property Dispute
Barmer,South Barmer,Lake Side,2023,1,2023-01-01,676026,477,70.54,84,292,97,0,25.7953,71.39605,"Lake Side, South Barmer, Barmer, Rajasthan",Installed,A case of extremism was reported near outside the textile shop in Lake Side.,Extremism/Anti-national
Barmer,South Barmer,Hospital Road,2023,1,2023-01-01,676026,518,76.52,91,317,105,0,25.72984,71.41404,"Hospital Road, South Barmer, Barmer, Rajasthan",Installed,A car was lifted. Police are tracing registration details.,Vehicle Theft
Barmer,East Barmer,Hospital Road,2023,1,2023-01-01,676026,680,100.52,119,416,138,0,25.74364,71.33701,"Hospital Road, East Barmer, Barmer, Rajasthan",Installed,A case of drunken brawl was reported near inside Triton Mall.,Public Disturbance
Barmer,East Barmer,Police Station Area,2023,1,2023-01-01,676026,526,77.68,92,321,107,0,25.77447,71.3688,"Police Station Area, East Barmer, Barmer, Rajasthan",Installed,Chain snatching incident occurred outside temple in Police Station Area.,Other
Barmer,West Barmer,School Colony,2023,1,2023-01-01,676026,634,93.78,111,388,129,0,25.68737,71.3924,"School Colony, West Barmer, Barmer, Rajasthan",Not Installed,A case of drunken brawl was reported near inside Triton Mall.,Public Disturbance
Barmer,West Barmer,Main Market,2023,1,2023-01-01,676026,450,66.54,79,275,92,0,25.75423,71.28832,"Main Market, West Barmer, Barmer, Rajasthan",Installed,A case of deception was reported near outside the school in Main Market.,Fraud/Deception
Barmer,Central Barmer,Highway Junction,2023,1,2023-01-01,676026,501,74.05,88,306,102,0,25.72039,71.29677,"Highway Junction, Central Barmer, Barmer, Rajasthan",Installed,A case of drunken brawl was reported near inside Triton Mall.,Public Disturbance
Barmer,Central Barmer,Tourist Spot,2023,1,2023-01-01,676026,451,66.7,79,276,92,0,25.69724,71.44586,"Tourist Spot, Central Barmer, Barmer, Rajasthan",Not Installed,Noise complaint received. Accused warned.,Other
Barmer,North Barmer,Industrial Area,2023,2,2023-02-01,676026,699,103.39,88,398,93,0,25.76365,71.35392,"Industrial Area, North Barmer, Barmer, Rajasthan",Not Installed,A case of deception was reported near outside the school in Industrial Area.,Fraud/Deception
Barmer,North Barmer,School Colony,2023,2,2023-02-01,676026,780,115.24,98,443,104,0,25.71365,71.33339,"School Colony, North Barmer, Barmer, Rajasthan",Not Installed,Illegal gambling reported in School Colony.,Illegal Gambling
Barmer,South Barmer,Temple Chowk,2023,2,2023-02-01,676026,759,112.15,96,431,101,0,25.72185,71.38468,"Temple Chowk, South Barmer, Barmer, Rajasthan",Installed,A case of extremism was reported near outside the textile shop in Temple Chowk.,Extremism/Anti-national
Barmer,South Barmer,College Road,2023,2,2023-02-01,676026,532,78.72,67,303,71,0,25.84555,71.35387,"College Road, South Barmer, Barmer, Rajasthan",Not Installed,A case of boundary violation was reported near near Jawahar Circle.,Property Dispute
Barmer,East Barmer,Hospital Road,2023,2,2023-02-01,676026,843,124.64,106,479,112,0,25.82407,71.35284,"Hospital Road, East Barmer, Barmer, Rajasthan",Not Installed,The complainant misplaced their bag.,Lost Property
Barmer,East Barmer,Police Station Area,2023,2,2023-02-01,676026,731,108.09,92,416,97,0,25.71511,71.36465,"Police Station Area, East Barmer, Barmer, Rajasthan",Installed,Domestic violence complaint received in Police Station Area.,Other
Barmer,West Barmer,Tourist Spot,2023,2,2023-02-01,676026,583,86.17,73,331,78,0,25.74409,71.29803,"Tourist Spot, West Barmer, Barmer, Rajasthan",Installed,The complainant misplaced their bag.,Lost Property
Barmer,West Barmer,Police Station Area,2023,2,2023-02-01,676026,707,104.54,89,402,94,0,25.66892,71.44484,"Police Station Area, West Barmer, Barmer, Rajasthan",Not Installed,Cyber fraud case reported. Money withdrawn illegally.,Other
Barmer,Central Barmer,Industrial Area,2023,2,2023-02-01,676026,690,102.03,87,392,92,0,25.78846,71.45957,"Industrial Area, Central Barmer, Barmer, Rajasthan",Installed,A case of car theft was reported near outside Gaurav Tower.,Vehicle Theft
Barmer,Central Barmer,Highway Junction,2023,2,2023-02-01,676026,908,134.28,114,517,121,0,25.77858,71.40998,"Highway Junction, Central Barmer, Barmer, Rajasthan",Not Installed,The complainant was duped in a financial scam.,Financial Fraud
Barmer,North Barmer,Clock Tower,2023,3,2023-03-01,676026,561,82.87,104,197,63,0,25.72086,71.39595,"Clock Tower, North Barmer, Barmer, Rajasthan",Not Installed,Attempted burglary reported near residential colony in Clock Tower.,Burglary
Barmer,North Barmer,Lake Side,2023,3,2023-03-01,676026,728,107.59,136,256,81,0,25.83093,71.42071,"Lake Side, North Barmer, Barmer, Rajasthan",Installed,A case of anti-national activity was reported near outside the post office in Lake Side.,Extremism/Anti-national
Barmer,South Barmer,Highway Junction,2023,3,2023-03-01,676026,946,139.85,176,333,106,0,25.76329,71.4061,"Highway Junction, South Barmer, Barmer, Rajasthan",Not Installed,Chain snatching incident occurred outside temple in Highway Junction.,Other
Barmer,South Barmer,Main Market,2023,3,2023-03-01,676026,764,112.91,142,269,85,0,25.68978,71.42205,"Main Market, South Barmer, Barmer, Rajasthan",Installed,A case of boundary violation was reported near near Jawahar Circle.,Property Dispute
Barmer,East Barmer,Tourist Spot,2023,3,2023-03-01,676026,806,119.16,150,283,90,0,25.6659,71.41788,"Tourist Spot, East Barmer, Barmer, Rajasthan",Installed,A car was lifted. Police are tracing registration details.,Vehicle Theft
Barmer,East Barmer,School Colony,2023,3,2023-03-01,676026,614,90.82,114,216,69,0,25.71752,71.38811,"School Colony, East Barmer, Barmer, Rajasthan",Installed,The complainant misplaced their bag.,Lost Property
Barmer,West Barmer,Clock Tower,2023,3,2023-03-01,676026,903,133.45,168,317,101,0,25.78054,71.38747,"Clock Tower, West Barmer, Barmer, Rajasthan",Not Installed,Pickpocketing incident reported in Clock Tower market.,Other
Barmer,West Barmer,School Colony,2023,3,2023-03-01,676026,916,135.5,171,322,102,0,25.72469,71.3479,"School Colony, West Barmer, Barmer, Rajasthan",Installed,The complainant misplaced their bag.,Lost Property
Barmer,Central Barmer,Court Area,2023,3,2023-03-01,676026,644,95.29,120,227,72,0,25.74393,71.42248,"Court Area, Central Barmer, Barmer, Rajasthan",Installed,Valuable item went missing. No suspects identified.,Other
Barmer,Central Barmer,School Colony,2023,3,2023-03-01,676026,793,117.28,148,279,88,0,25.80922,71.39151,"School Colony, Central Barmer, Barmer, Rajasthan",Installed,Verbal argument escalated. Police intervened.,Public Disturbance
Barmer,North Barmer,Main Market,2023,4,2023-04-01,676026,449,66.49,90,236,96,0,25.74008,71.49211,"Main Market, North Barmer, Barmer, Rajasthan",Installed,A case of deception was reported near outside the school in Main Market.,Fraud/Deception
Barmer,North Barmer,Tourist Spot,2023,4,2023-04-01,676026,601,88.93,120,316,128,0,25.81468,71.40181,"Tourist Spot, North Barmer, Barmer, Rajasthan",Installed,A car was lifted. Police are tracing registration details.,Vehicle Theft
Barmer,South Barmer,School Colony,2023,4,2023-04-01,676026,510,75.42,102,268,108,0,25.69573,71.39611,"School Colony, South Barmer, Barmer, Rajasthan",Installed,Attempted burglary reported near residential colony in School Colony.,Burglary
Barmer,South Barmer,Police Station Area,2023,4,2023-04-01,676026,518,76.69,103,272,110,0,25.74065,71.36869,"Police Station Area, South Barmer, Barmer, Rajasthan",Installed,The complainant was duped in a financial scam.,Financial Fraud
Barmer,East Barmer,Police Station Area,2023,4,2023-04-01,676026,517,76.46,103,271,110,0,25.76551,71.40476,"Police Station Area, East Barmer, Barmer, Rajasthan",Installed,The complainant misplaced their bag.,Lost Property
Barmer,East Barmer,Highway Junction,2023,4,2023-04-01,676026,524,77.58,105,275,112,0,25.82895,71.35417,"Highway Junction, East Barmer, Barmer, Rajasthan",Installed,Noise complaint received. Accused warned.,Other
Barmer,West Barmer,Mall Road,2023,4,2023-04-01,676026,625,92.55,125,329,133,0,25.72188,71.39245,"Mall Road, West Barmer, Barmer, Rajasthan",Not Installed,Chain snatching incident occurred outside temple in Mall Road.,Other
